Title,Price,Image_URL,Product_Link
NK AJ - 5 Retro Blue Bird,14999.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign-2024-12-03T134000.561.png?v=1733271325,https://royaltrend.pk/products/air-jordan-5-retro-blue-bird
NK AJ Courtside 23 ”Grey Fog”,14999.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign.png?v=1733272068,https://royaltrend.pk/products/air-jordan-courtside-23-grey-fog
NK AJ-5 Retro Gore-Tex Off-Noir Black,14999.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign_99.png?v=1733271710,https://royaltrend.pk/products/air-jordan-5-retro-gore-tex-off-noir-black
NK Dunk Low ‘Panda’ | Black-and-White Sneakers for Men & Women | Stylish Casual Shoes | Comfortable Streetwear Design | Available in Pakistan,14500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Right_side_profile_of_NK_Dunk_Low_Panda.png?v=1741112211,https://royaltrend.pk/products/dunk-low-panda
NK LV-Inspired Monogram Pattern Brown White | Luxury Casual Sneakers for Men & Women | Stylish Designer Shoes | Available in Pakistan,13000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Right_side_profile_of_NK_LV-Inspired_Monogram_sneakers.jpg?v=1741125940,https://royaltrend.pk/products/l-v-inspired-monogram-pattern-brown-white
"NK Running Pegasus 41 Black Duo – Breathable Mesh Running Shoes w/ Zoom Air Cushioning | Men’s & Women’s Durable Design for Gym, Jogging & Pakistani Terrain | Royal Trend Pakistan",15000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/NK_Running_Pegasus_41_Black_Duo_right_profile.png?v=1739229690,https://royaltrend.pk/products/nk-running-pegasus-41-black-duo
NK ZOOMX ULTRAFLY NEXT (WHITE/ORANGE),9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign-2024-12-03T213111.879.png?v=1733319152,https://royaltrend.pk/products/zoomx-ultrafly-next-white-orange-1
Nk Zooom Wiinfloo 7 (White Multi),9800.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/b3f52671-19c7-4ddc-8e80-6e4e6b4a5187.jpg?v=1729804091,https://royaltrend.pk/products/nk-zooom-wiinfloo-7-white-multi
Nk Zooom Wiinfloo 7(Grey Neon),9800.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/22b38c29-4c67-4033-aa5a-bc7ac7fb5e18.jpg?v=1729804108,https://royaltrend.pk/products/nk-zooom-wiinfloo-7grey-neon
Novablast 3 Black White,9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/7_d3ea4828-f8c4-4deb-8b66-e2b6ecfe2243.jpg?v=1732962999,https://royaltrend.pk/products/asics-novablast-3-black-white
Olive Green Strappy Sandals W-1112,4500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/7_cc7a8255-e233-4b04-979c-a3f3a688af90.jpg?v=1729804122,https://royaltrend.pk/products/olive-green-strappy-sandals
Orange and Black Adjustable Strap Sandals,5000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/1-2.jpg?v=1729804134,https://royaltrend.pk/products/orange-and-black-adjustable-strap-sandals
"Premium Adda Flip Flop Zero - Black & Red, A-Grade Comfort and Style",4000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/IMG_20240304_071305_751.jpg?v=1729803256,https://royaltrend.pk/products/adda-flip-flop-zero-black-red
"Premium Adda Flip Flop Zero - Blue, A-Grade Comfort and Style",4000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/IMG_20240304_071323_250.jpg?v=1729803264,https://royaltrend.pk/products/adda-flip-flop-zero-blue
"Premium Adda Flip Flop Zero - Wood Finish, A-Grade Comfort and Style",4000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/IMG_20240304_071245_487.jpg?v=1729803272,https://royaltrend.pk/products/adda-flip-flop-zero-wood
"Premium Adda Flip Flops for Men - Dark Brown, A-Grade Comfort & Style",4000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/IMG_20240304_070539_142.jpg?v=1729803233,https://royaltrend.pk/products/adda-flip-flop-lets-walk-together-dark-brown
Premium Adda Flip Flops for Men - Let's Walk Together in Grey,4000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/IMG_20240304_070310_194.jpg?v=1729803241,https://royaltrend.pk/products/adda-flip-flop-lets-walk-together-grey
Pure Gel Keyano 30 Black Blue,9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/6_878eea33-d67b-4656-9ebd-1fba2730ff56.jpg?v=1732962515,https://royaltrend.pk/products/asics-pure-gel-keyano-30-black-blue
Pure Gel Keyano 30 Black White,9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign_22.png?v=1733131897,https://royaltrend.pk/products/asics-pure-gel-keyano-30-black-white
"Pure Gel Keyano 30 Grey – Gel Cushioning Running Shoes w/ Breathable Mesh | Men’s & Women’s Lightweight Sneakers for Gym, Jogging & Urban Streets | Royal Trend Pakistan",9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Pure_Gel_Keyano_30_Grey_right_profile.png?v=1739308410,https://royaltrend.pk/products/asics-pure-gel-keyano-30-grey
Pure Gel Keyano 30 Tripple Black,9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign_16.png?v=1733131870,https://royaltrend.pk/products/asics-pure-gel-keyano-30-tripple-black
Rubious White Green Premium Quality,8999.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign-2024-12-03T221333.784.png?v=1733260484,https://royaltrend.pk/products/rubious-white-green-premium-quality
Runplus All black,9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign-2024-12-23T233122.075.png?v=1734978839,https://royaltrend.pk/products/runplus-all-black
Runplus Green,9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/E1.jpg?v=1734979189,https://royaltrend.pk/products/runplus-green
"SB DUNK LOW ""ACG CELLADON""",9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitled_design_-_2024-12-10T073143.283.png?v=1733799263,https://royaltrend.pk/products/sb-dunk-low-acg-celladon
"SK Max Protect Waterproof Grey – Slip-Resistant Outdoor Shoes w/ Reinforced Traction | Men’s & Women’s All-Weather Footwear for Hiking, Rain & Pakistani Terrain | Royal Trend Pakistan",12500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/SK_Max_Protect_Waterproof_Grey_right_profile.png?v=1739385943,https://royaltrend.pk/products/sk-max-protect-waterproof-grey
"SK Max Protect Waterproof Olive Grey – Slip-Resistant Outdoor Shoes w/ Reinforced Outsole | Men’s & Women’s All-Weather Footwear for Hiking, Rain & Pakistani Terrain | Royal Trend Pakistan",12500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/SK_Max_Protect_Waterproof_Olive_Grey_right_profile.png?v=1739385541,https://royaltrend.pk/products/sk-max-protect-waterproof-olive-grey
"Skecherrs Archfitt Good-Year Slip-In ""Grey""",9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/3_9969a6ad-d0fe-4514-87a3-6d654f6b33db.jpg?v=1732340564,https://royaltrend.pk/products/skecherrs-archfitt-good-year-slip-in-grey
"Skecherrs Archfitt Good-Year Slip-In ""Khaaki""",9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/5_7ba0dd0c-4890-4a55-9c86-9c7b044e423f.jpg?v=1732340767,https://royaltrend.pk/products/skecherrs-archfitt-good-year-slip-in-khaaki
Skechers Arch Fit - Men's Slip-On Walking Shoes - Beige,9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/11_2af02ece-b907-4c97-8abd-f2984c817247.jpg?v=1734055152,https://royaltrend.pk/products/skechers-arch-fit-mens-slip-on-walking-shoes-beige
Skechers Arch Fit - Men's Slip-On Walking Shoes - Charcoal,9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/10.jpg?v=1734053361,https://royaltrend.pk/products/skechers-arch-fit-mens-slip-on-walking-shoes-charcoal-grey
Skechers Arch Fit - Slip-On Walking Shoes for Men - Navy Blue,9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/9_3f628bb0-c042-4b5b-b947-41bdd8cb0fce.jpg?v=1734053131,https://royaltrend.pk/products/skechers-arch-fit-slip-on-walking-shoes-for-men-navy-blue
"Skechers Arch Fit Slip-In Beige – Orthopedic Memory Foam Sneakers w/ Slip-On Design | Men’s & Women’s Lightweight Shoes for Walking, Work & Casual Wear | Royal Trend Pakistan",9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Skechers_Arch_Fit_Slip-In_Beige_right_profile.png?v=1739308996,https://royaltrend.pk/products/skechers-arch-fit-slip-in-beige-ultra-comfort-meets-effortless-style
Skechers D'Lux Walker 2.0 Slip-On Athletic Beige – Lightweight Comfort | Royal Trend Pakistan,9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Right_side_view_of_Skechers_D_Lux_Walker_2.0_Slip-On.png?v=1739407694,https://royaltrend.pk/products/skechers-dlux-walker-2-0-slip-on-athletic-beige
Skechers D'Lux Walker 2.0 Slip-On Athletic Brown,9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign-2024-12-04T212919.448.png?v=1733408127,https://royaltrend.pk/products/skechers-dlux-walker-2-0-slip-on-athletic-brown
Skechers D'Lux Walker 2.0 Slip-On Athletic Grey,9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign-2024-12-04T214712.085.png?v=1733406867,https://royaltrend.pk/products/skechers-dlux-walker-2-0-slip-on-athletic-grey
Skechers MAX CUSHION Slip-On - Stealth Black Edition 🖤,9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign-2024-12-04T204757.017.png?v=1733412833,https://royaltrend.pk/products/skechers-max-cushion-slip-on-stealth-black-edition
Skechers MAX CUSHION Slip-On - Urban Gray Edition 🏃‍♂️,9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign-2024-12-04T205124.968.png?v=1733412688,https://royaltrend.pk/products/skechers-max-cushion-slip-on-urban-gray-edition-🏃-️
Skechers MAX CUSHION Slip-On Black/White | Royal Trend,9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Skechers_Slip-On_breathable_mesh_panel.png?v=1741640431,https://royaltrend.pk/products/skechers-max-cushion-slip-on-black-white-edition-🌟
Skechers Max Cushioning Slip-In Hyper-Burst | All-Black Sneakers for Men & Women | Lightweight Walking Shoes | Comfortable Slip-On Design | Available in Pakistan,9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Right_side_profile_of_Skechers_Max_Cushioning_Slip-In.png?v=1741111652,https://royaltrend.pk/products/skechers-max-cushioning-slip-in-hyperburst-all-black
Skechers Monster Slide,4000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/4e2cc377-eabe-4942-9e04-150c8c4b1001.jpg?v=1729804272,https://royaltrend.pk/products/skechers-monster-slide
Skechers Monster Slide Sandals - Green,4000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/93dceba8-ad0d-4171-8e84-c3c7c2ac4850.jpg?v=1729804279,https://royaltrend.pk/products/skechers-monster-slide-sandals-green
SKECHERS SLIP-INS: MAX CUSHIONING HYPER BURST KHAKI,8499.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign_65.png?v=1733162055,https://royaltrend.pk/products/skechers-slip-ins-max-cushioning-hyper-burst-khaki
Skechers Slip-Ins: Max Cushioning Hyper Burst Navy Blue,8499.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign_71.png?v=1733162045,https://royaltrend.pk/products/skechers-slip-ins-max-cushioning-hyper-burst-navy-blue
Skechers Slip-Ons: Max Cushioning Hyper Burst Grey,8499.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign_77.png?v=1733162033,https://royaltrend.pk/products/skechers-slip-ons-max-cushioning-hyper-burst-grey
Skechers Ultra Go All-Black Slip-On,8500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign-2024-12-14T052020.314.png?v=1734375972,https://royaltrend.pk/products/skechers-ultra-go-all-black-slip-on
Skechers Ultra Go Slip-On Black White,8500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign-2024-12-14T052926.854_3581ad9b-1468-48ea-9d6b-79bf1ecaa4bf.png?v=1734375383,https://royaltrend.pk/products/skechers-ultra-go-slip-on-black-white-1
Skechers Ultra Go Slip-On Navy White,8500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign-2024-12-14T052633.254.png?v=1734375243,https://royaltrend.pk/products/skechers-ultra-go-slip-on-black-white
Skechers Vapor Foam - Men's Slip-On Walking Shoes - Black,8499.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/14_31cb01de-0281-4bc5-abcc-750af7990493.jpg?v=1734056220,https://royaltrend.pk/products/skechers-vapor-foam-mens-slip-on-walking-shoes-black
Skechers Vapor Foam - Men's Slip-On Walking Shoes - Charcoal Grey,8499.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/12_6630ee74-c9b3-4a9b-b696-4f59e99a6cad.jpg?v=1734055326,https://royaltrend.pk/products/skechers-vapor-foam-mens-slip-on-walking-shoes-charcoal-grey
Skechers Vapor Foam - Women's Slip-On Walking Shoes - Soft Beige | Comfortable & Stylish Footwear | Shop Online at Royal Trend Pakistan,8499.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Right_side_profile_of_Skechers_Vapor.jpg?v=1740779736,https://royaltrend.pk/products/skechers-vapor-foam-womens-slip-on-walking-shoes-soft-beige
Sketch Max Cushion Orthopedic Slides – Black | Royal Trend,5000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Sketch_Max_Cushion_Slide_Black_Side_profile.jpg?v=1739220435,https://royaltrend.pk/products/skech-max-cusion-slide-bllack
Sketch Max Cushion Orthopedic Slides – Khaki | Royal Trend,5000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Sketch_Max_Cushion_Slide_Khaaki_Side_profile.jpg?v=1739220902,https://royaltrend.pk/products/skech-max-cusion-khaaki
Sketch Max Cushion Slide – Grey | Unisex Orthopedic Arch Support Slippers,5000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Sketch_Max_Cushion_Slide_Grey.jpg?v=1739220026,https://royaltrend.pk/products/skech-max-cusion-slide-grey
Supreme x NAF 1 Low - White / Red | Limited Edition Sneakers for Men & Women | Stylish Streetwear Shoes | Available in Pakistan,14500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Right_side_profile_of_Supreme_x_NAF_1.png?v=1741123195,https://royaltrend.pk/products/supreme-x-nike-air-force-1-low-white-red
"TH Sneaker Lace Up Navy Duo – Breathable Casual Sneakers w/ Orthopedic Cushioning | Men’s & Women’s Lightweight Shoes for Work, Walks & Daily Use | Royal Trend Pakistan",9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/TH_Sneaker_Lace_Up_Navy_Duo_right_profile.png?v=1739307904,https://royaltrend.pk/products/th-sneaker-lace-up-navy-duo
"TH Sneaker Lace Up White – Breathable Cotton Sneakers w/ Orthopedic Cushioning | Unisex Casual Shoes for Walking, Work & Daily Wear | Royal Trend Pakistan",12000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/TH_Sneaker_Lace_Up_White_right_profile.png?v=1739307530,https://royaltrend.pk/products/th-sneaker-lace-up-white
Up-tempo Blue White,14000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign_56.png?v=1733156356,https://royaltrend.pk/products/up-tempo-blue-white
Winflow 11 Brown,12000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/12_f58c638e-7603-4619-b187-b85ae1581d42.jpg?v=1732964088,https://royaltrend.pk/products/winflow-11-brown
Yeeezzyy 350 v2 x Diiorr Reflectiive (Pirate Black) Real Boost Premuiim Batch,14000.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitled_design_-_2024-12-10T073820.132.png?v=1733799643,https://royaltrend.pk/products/yeeezzyy-350-v2-x-diiorr-reflectiive-pirate-black-real-boost-premuiim-batch
ZOOMX ULTRAFLY NEXT (WHITE/BLUE),9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign-2024-12-03T215007.436.png?v=1733319394,https://royaltrend.pk/products/zoomx-ultrafly-next-white-blue
ZOOMX ULTRAFLY NEXT (WHITE/RED),9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign-2024-12-03T213612.152.png?v=1733318856,https://royaltrend.pk/products/zoomx-ultrafly-next-white-red
ZOOMX ULTRAFLY NEXT% (TRIPLE BLACK),9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign-2024-12-03T215547.319.png?v=1733313480,https://royaltrend.pk/products/zoomx-ultrafly-next-triple-black
ZOOMX ULTRAFLY NEXT% (WHITE/ORANGE),9500.00,https://cdn.shopify.com/s/files/1/0902/1151/6733/files/Untitleddesign-2024-12-03T220133.115.png?v=1733318423,https://royaltrend.pk/products/zoomx-ultrafly-next-white-orange
